"","SRR14333319","SRR14333320","SRR14333321","SRR14333322","SRR14333323","SRR14333324","SRR14333325","SRR14333326","SRR14333327"
"SpisGene3668",7.7064898323017,7.52653087201829,7.76813924871336,6.22282499272263,7.17397992031563,6.75350246468252,6.01878033694445,6.20878210374935,6.15747649362687
"SpisGene3666",10.9763454537629,10.8245348799344,10.8239115573082,13.1910348407397,11.7670654423165,11.6102452020007,12.5493684475717,12.8464877928,12.7989468530111
"SpisGene3665",9.34421763073547,9.44279628106669,9.40700054056376,9.43391115432351,9.59932556097633,9.83358097557412,9.35289023050283,9.760158708836,9.28536613008881
"SpisGene3664",9.78168149927577,9.8551227211732,10.2422738299764,12.5116006950296,10.3894602461512,9.45028210153896,9.94678247034122,10.8592087627448,10.0881703980047
"SpisGene3663",5.96943431902529,6.35791317647398,6.43573047688202,6.36856989147038,5.96214555970915,6.43475198518973,5.81852157499704,4.88591890563313,5.91991599953228
"SpisGene3662",7.48050090836277,7.53213198132417,7.50032942656404,7.07048415557994,7.11894698330373,6.85225462805534,7.42396213236949,7.4103728949275,8.00818526722143
"SpisGene3661",8.5366446575881,8.11644704945798,8.01675971941666,7.9529525713504,8.96144295396021,8.04738781502338,9.03087532885678,9.42618114656959,8.74427219934717
"SpisGene3660",7.66318158409648,7.35956935894085,7.56265628910512,8.64043119213052,8.39836234081596,8.65113827965549,7.88927224822245,7.94216914780577,8.10309301836042
"SpisGene20905",5.94930440461781,6.38581766238965,6.12962412899955,6.6352780846105,6.92765037625501,7.11663300481541,6.08808325153759,5.76875594917301,5.59101770324132
"SpisGene20907",6.55793557820999,6.51589289329183,6.21475964914587,6.01580894389045,5.82315253906214,5.40553280976311,5.77214879261842,4.88591890563313,4.88591890563313
"SpisGene20903",5.88605084837268,6.66591562452425,7.41665896663393,6.2535925112754,7.76208110803598,5.86726158982817,6.79970209423888,7.02771279069624,5.51781093642078
"SpisGene20909",5.76894628569888,5.78576879885608,6.35258634916654,5.5720622751411,5.53207527831494,10.4938724030917,4.88591890563313,5.69386891797674,6.31994263532044
"SpisGene16163",7.4350897272445,7.46922173401619,7.46509737462344,6.75899276819615,7.11894698330373,7.13063242930959,7.79101417291961,7.02771279069624,7.28377099784656
"SpisGene16161",6.53487878332082,6.68742316810266,6.7907880647368,6.36856989147038,5.8814489263118,6.3975434067178,6.45154249048391,5.51496989644328,6.08459965973862
"SpisGene16160",6.24484047030929,6.58748228269415,6.47512591200586,5.69481091746049,5.82315253906214,6.74412534187679,4.88591890563313,4.88591890563313,5.7726839496304
"SpisGene16166",8.15965305457422,6.87502209854403,6.07487430919267,10.2778651479781,11.2450739765062,10.4749931514158,11.9207950479312,13.2225057494232,11.9046025104039
"SpisGene22214",6.46285206719368,6.56409710922472,7.29416832265211,4.88591890563313,5.8814489263118,4.88591890563313,4.88591890563313,4.88591890563313,5.33450487920486
"SpisGene16164",6.66697486502118,6.93765878604866,6.44901310226324,5.89269927836449,6.21011963435349,6.57262815529621,5.61322714922492,4.88591890563313,4.88591890563313
"SpisGene16169",7.29537320530492,7.15431278243195,7.3340627576415,7.74502078073529,8.41313463028628,7.81084241138738,7.40163022678943,8.92943060290777,7.84341695146547
"SpisGene4810",5.98913186904175,6.73959721516145,6.19828534802923,5.5720622751411,5.72706071334732,7.01421835364176,4.88591890563313,4.88591890563313,6.46132733953717
"SpisGene4813",8.4693807460098,8.40766941538465,8.66058216252313,8.62047305861994,9.57178294268586,9.23462503941214,6.9506973428984,6.72927302950495,7.22724194821363
"SpisGene4812",7.4176624046223,7.66013635599299,7.3340627576415,7.08576834601896,6.84934634869031,7.40640702690373,7.25929127768904,7.17448547823982,7.65654881785452
"SpisGene4817",6.13356593825521,6.31469376054079,6.33810727158244,5.89269927836449,5.72706071334732,5.84550381605182,6.12097539267601,4.88591890563313,6.12170071450278
"SpisGene4816",6.95426385115881,7.16902360937576,7.21063447246068,8.40382132159749,7.10008061727694,6.68631556400621,6.27120156216627,6.72927302950495,6.53845607413949
"SpisGene21746",6.46285206719368,5.83549185690909,6.90470350403167,5.41938220198004,6.03627353735799,5.31094011364929,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene21741",5.49660114003682,6.06747140262633,6.12962412899955,4.88591890563313,6.41006044886847,4.88591890563313,5.48182689252716,4.88591890563313,4.88591890563313
"SpisGene17692",7.87996699840637,8.12377738571203,8.17891182310493,8.46676133203742,8.92340910248156,7.76793768437525,8.84198540093986,8.11267506004707,7.90639898822256
"SpisGene17693",5.4576848280236,5.90494049199023,5.79153385741477,4.88591890563313,5.65553661367632,5.70106237725807,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene17690",9.0164677070463,9.45723722799556,8.95332778220005,6.61337975359364,7.1918276198704,7.01421835364176,6.9506973428984,5.69386891797674,6.65677440226972
"SpisGene17696",8.56010245595499,9.01286753126411,8.90708667192034,7.8700428131535,8.39836234081596,8.08610416051582,8.93954207971382,8.33509195063214,8.28241926548274
"SpisGene17697",7.71593272742918,7.77259415067864,8.06004989531423,9.54354972872463,9.60413174824783,9.08774708833054,7.58072742488861,6.54804987903798,7.24159970160996
"SpisGene17695",7.33323627272412,7.20510259758772,7.62227759864865,6.83509568583092,7.44914420892638,7.88889392014239,6.81739653554031,6.72927302950495,6.46132733953717
"SpisGene17698",7.85037820025268,7.42157623598679,7.72449244598241,6.6352780846105,6.67638508438281,6.24934979278366,6.18370087546879,6.93578074411548,5.8736300547208
"SpisGene17348",7.48607248446323,7.55979948983711,7.81045763435164,7.24315764775924,8.12036392401395,7.46736106711134,7.60033792087993,7.27017733190131,7.00794127074465
"SpisGene17349",6.31770386351155,6.61041802301296,6.366878765017,5.63617264250588,5.53207527831494,6.41008252323483,6.2136839579141,5.83711745693297,5.8736300547208
"SpisGene17340",8.69092389392373,8.83815017336337,8.89205482942177,11.3156910996517,10.6828782213881,10.3899673648478,10.218844656535,8.82386713595924,9.51335565443371
"SpisGene17341",6.99506861378373,6.87502209854403,7.14435856554023,6.36856989147038,6.68957428667949,6.34593613106697,6.35209975838328,6.64205283837644,6.25790616286319
"SpisGene17342",6.08188210207812,8.59518779794238,6.90470350403167,4.88591890563313,6.55072312492669,5.36068218005466,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene17344",8.87438905002548,8.68167339224462,8.87030320746029,7.02352953759693,6.16938152055178,6.9989086010276,6.66824353283395,7.74799945886004,7.36434039899615
"SpisGene17345",7.11031981541865,6.92889631048673,6.7907880647368,5.89269927836449,6.5798091374037,6.90302950205565,7.73032400964423,8.1026027414308,8.07995911895762
"SpisGene17346",7.07302021160171,6.92889631048673,6.83950671311839,6.90686571018866,6.59408970849161,7.36029294613837,7.46755536903806,6.16362236056213,7.32465769271639
"SpisGene17347",7.33323627272412,7.88965038284979,7.80581860565355,5.89269927836449,6.32368316996013,6.60471361671786,6.74506407036898,4.88591890563313,6.31994263532044
"SpisGene7379",5.41575975131498,5.37946990540822,5.81692525913859,4.88591890563313,5.57588306280981,5.84550381605182,5.86241329335351,4.88591890563313,5.65682207360847
"SpisGene7375",7.87996699840637,7.60823913489968,7.72449244598241,6.99125843195542,8.48128007641325,8.36838688268381,7.18202812564502,6.54804987903798,6.95575192306917
"SpisGene7374",7.18189471869205,6.86581730524527,7.36642968174344,6.59107488786475,6.28714575919098,5.86726158982817,6.05405348727763,7.32447218359172,6.56307715638961
"SpisGene7377",9.42134827498893,9.47295649793493,9.72009211772928,11.5270285891261,10.111131941806,9.10652640882426,9.70924851409673,10.537468439965,9.75414090648118
"SpisGene7376",7.86736274061623,7.65503353680831,7.81508127064024,7.38394247600177,7.15588882139732,8.03664133176537,6.45154249048391,6.54804987903798,7.16821182425856
"SpisGene7371",6.42508163780415,6.19020551101984,5.95506944540223,7.17392405379301,8.32991689484626,7.88088037313816,8.95081448464262,9.77278605322355,9.05791604470135
"SpisGene7370",9.98596696133122,9.89064170477323,9.65306516484627,11.1368511844988,10.453826109525,10.8905467031042,11.3593904258806,12.2296485973764,11.5190262186376
"SpisGene7373",7.7667504663036,7.77259415067864,7.67432883374535,6.31259455534365,6.55072312492669,6.72515526459771,6.05405348727763,7.25157974587155,7.13768204932292
"SpisGene25843.Novel",5.41575975131498,6.06747140262633,5.93350677811963,5.89269927836449,5.37609882897986,6.29180128598226,5.61322714922492,5.51496989644328,5.82470079553717
"SpisGene5209",7.26298498410454,7.13193524515233,7.15188829786908,7.08576834601896,7.01165063210289,7.17849453133183,6.52083003373813,6.58021336265478,6.74375379540754
"SpisGene5208",8.49666886021333,8.99116464065736,8.99611670592371,8.51626373172896,8.19085698972643,8.36838688268381,9.68700429028685,9.85226951880379,9.65951849349022
"SpisGene5202",5.49660114003682,4.88591890563313,4.88591890563313,4.88591890563313,5.4333072898525,5.72707364403572,5.94398786889562,5.76875594917301,6.31994263532044
"SpisGene5201",6.75738942838995,6.96359337443345,6.39492607948979,4.88591890563313,6.64957064321415,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene5207",7.36399649167945,7.26087066812628,7.39804031497291,6.83509568583092,6.83775518263677,7.26934022408968,7.01248526346906,6.44590239198195,6.7645724015697
"SpisGene5206",8.09656304710451,8.20889511010244,8.13550373902799,7.60761791283203,8.73997978318402,9.1532476259938,8.10842640193972,7.6112513580499,8.53481163722647
"SpisGene5204",7.18189471869205,7.16168861658419,7.18158626681406,6.81649863470668,6.89467903424473,7.68257813501725,6.27120156216627,6.70088454205145,6.15747649362687
"SpisGene18524",4.88591890563313,5.78576879885608,5.68082912249599,4.88591890563313,5.9091729729612,5.70106237725807,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene18527",5.66086377056788,5.90494049199023,5.71005914176852,5.93562556571858,5.8814489263118,5.67410061896243,5.48182689252716,4.88591890563313,4.88591890563313
"SpisGene15334",6.73786273539914,7.00569200142765,7.23201223951471,8.41547417783974,7.48527364565957,7.03685006552854,6.86903587694024,6.67182363811311,6.4876093951046
"SpisGene15333",8.73961447709141,8.73496602999675,8.73957676532194,9.41671964074056,9.14221967136073,8.80776451375202,8.35599835450241,8.64240260640835,8.15564042576481
"SpisGene18520",9.94913128987394,9.89382767421344,10.0415660400637,10.7379475577265,10.4723258570286,10.723014333445,9.79077342405688,11.1824318710175,10.5612165577644
"SpisGene15458",4.88591890563313,6.71899218816327,6.88641460586909,4.88591890563313,5.61688676437615,5.64608645632569,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene15459",4.88591890563313,6.04862854857343,6.53794642772814,4.88591890563313,5.65553661367632,5.36068218005466,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene15331",10.3087238991006,10.7195940520543,10.401131947461,9.87868994540911,10.0930243113963,10.0320004836729,10.5273266787553,9.59574931456819,9.90066262909935
"SpisGene15330",5.88605084837268,5.732739943802,5.99672398789124,6.79762228367301,6.05974618079217,6.14309426673425,6.01878033694445,5.69386891797674,4.88591890563313
"SpisGene11348",10.3071931262464,9.94591494316894,9.7369716156555,9.49797072516174,9.0767812814753,9.84580245039163,9.29223883966697,8.9462918506203,9.66721911605547
"SpisGene11349",7.90483968084764,7.81423491839216,7.76813924871336,7.86147501886659,8.78313785291306,8.7951726856419,7.46755536903806,6.9117348124343,7.33801528940031
"SpisGene11342",10.1623044799274,10.3897099314358,10.4954813543897,10.3277057348146,10.792090527256,9.60936267308074,10.2403757389624,9.63086239805722,9.82238634216247
"SpisGene11343",6.53487878332082,6.43963297617122,6.665435117912,4.88591890563313,4.88591890563313,6.20513342307747,6.08808325153759,4.88591890563313,6.34968567234172
"SpisGene11340",5.66086377056788,5.78576879885608,5.73818476592736,4.88591890563313,5.96214555970915,6.11059641725073,5.94398786889562,4.88591890563313,4.88591890563313
"SpisGene11341",7.69698216120141,7.87663422875427,8.12443989531268,7.522484034644,8.10217638984278,7.86877325555616,6.76354440393203,4.88591890563313,6.22548795519627
"SpisGene11346",7.17490889159668,7.38471348204905,7.01762321850845,7.11581311840949,6.77814130327408,6.99118540855431,7.30842724711001,8.05113198785382,7.25580486132106
"SpisGene11347",8.6282449536508,8.57405287231427,8.62979476362835,10.2936262929632,9.16628065806646,9.61175114062056,10.1342888680322,11.2527830230448,10.2073220947656
"SpisGene11344",6.67735630635627,6.57584714909278,6.44901310226324,5.63617264250588,4.88591890563313,5.48485525880232,6.37779648670641,5.90028777871372,6.56307715638961
"SpisGene11345",8.21015672591578,7.61351759570202,7.69461276734502,7.7356457058145,9.13114804009453,9.16794772768867,7.73032400964423,8.99571654886953,8.91831685438796
"SpisGene19597",7.38811064189905,6.98901656381788,7.76813924871336,6.2535925112754,8.25389618637655,5.88847842684059,6.37779648670641,6.70088454205145,5.96390464128855
"SpisGene19596",5.56743661685166,5.75970474561947,5.54984820418496,4.88591890563313,5.65553661367632,5.800207648111,5.48182689252716,5.61041517036478,5.65682207360847
"SpisGene19595",5.81780038689275,6.47839130814483,6.57408650646058,5.5720622751411,5.48484592593151,5.92942249329574,6.15282135914798,5.61041517036478,6.0058718249979
"SpisGene19594",6.21424419353853,6.79943568988828,6.95805221192242,6.36856989147038,5.76041069536912,6.18997011109728,6.42748904411029,6.33372698431426,6.46132733953717
"SpisGene19591",8.7998736051774,8.39565235022748,8.74437184053426,4.88591890563313,5.96214555970915,6.6764102358062,6.35209975838328,6.40973805590009,6.72257926631214
"SpisGene19599",6.08188210207812,6.54024152697044,6.33810727158244,5.5720622751411,6.39331065534008,6.07700225666084,4.88591890563313,6.25207047141412,6.25790616286319
"SpisGene8200",7.55121967186399,8.07164609429653,8.02075071813443,7.00749427690156,6.95979489667272,6.61522039815705,7.46755536903806,7.2885204410478,7.13768204932292
"SpisGene8201",7.32073315914019,7.39711266159756,7.3340627576415,7.84418011744246,8.26617394187909,8.23739591580603,6.68790429834972,6.70088454205145,6.31994263532044
"SpisGene8202",6.81419701830361,6.35791317647398,6.46214356017354,6.65678654747521,6.56535526329367,6.85225462805534,6.40291622549157,6.44590239198195,5.82470079553717
"SpisGene8204",7.08056541158517,7.45154938620374,7.60089466072863,7.37173408567206,6.92765037625501,6.7628092723283,6.81739653554031,5.83711745693297,6.53845607413949
"SpisGene8205",9.83792235780201,9.79731201777861,10.1588883961465,10.9476677193578,10.4377779829544,9.40553678337876,10.6892584637741,10.4099897459005,10.0785833661774
"SpisGene8206",6.73786273539914,6.67671678082853,7.34059849494106,6.75899276819615,6.56535526329367,6.75350246468252,6.35209975838328,6.0667832592431,6.0058718249979
"SpisGene8207",9.24359525213048,8.870954469319,8.85487795919464,9.33059870045201,8.87107297009301,9.27289182670965,9.13660001894197,10.6095766384277,10.38269554244
"SpisGene4554",5.53305285646349,5.70478452190304,5.71005914176852,5.32230999576913,4.88591890563313,5.64608645632569,4.88591890563313,5.51496989644328,4.88591890563313
"SpisGene4555",6.2296532519789,6.25426652909708,6.14722734400561,6.05346357461538,5.57588306280981,4.88591890563313,4.88591890563313,4.88591890563313,5.71699247069579
"SpisGene4556",7.22979422051176,7.07819455822118,7.45314832145211,9.68662017426486,9.54703476901968,7.12365129621702,4.88591890563313,5.90028777871372,4.88591890563313
"SpisGene4550",6.93757328945532,6.95500644739521,6.78081297896281,6.05346357461538,6.34150423383953,6.89470648618571,6.52083003373813,5.51496989644328,6.15747649362687
"SpisGene4551",6.31770386351155,6.31469376054079,6.51322235607155,5.63617264250588,5.57588306280981,6.02433507853491,5.81852157499704,4.88591890563313,6.5133091664715
"SpisGene4553",6.42508163780415,6.58748228269415,6.3085648332674,4.88591890563313,5.76041069536912,5.800207648111,5.55100551555422,4.88591890563313,4.88591890563313
"SpisGene1005",6.00842032223999,5.42605708400635,5.86547820411758,5.97658955290743,6.08266352784584,6.15895932134003,5.90414902856957,4.88591890563313,5.91991599953228
"SpisGene1004",8.4693807460098,7.94053699771752,7.90013938482096,9.14461050215036,9.32816178125459,8.726076468889,8.76312242245083,9.46951463704359,9.11166733630743
"SpisGene1007",8.10727596734887,8.25627881429565,8.26527786778379,7.97689807061757,8.54296117997222,8.15057046559449,8.58617657740623,7.59680161918883,8.59012989806851
"SpisGene1006",8.30605751154702,8.27611045081788,8.20363061298996,7.63823266891142,7.54799381849471,7.53605408644603,7.93592633621615,8.06157773591207,8.42339115058663
"SpisGene1001",7.34562455227067,7.43364482760995,7.44109357288557,8.16893924187629,7.33461084388402,6.09394221390952,5.86241329335351,6.20878210374935,6.37865068524542
"SpisGene1000",12.114408053933,11.0954852785202,10.6905220665647,13.7179855281994,12.6821986177388,11.2166700963399,12.7448579452506,13.4258510663719,11.9883373023834
"SpisGene1003",8.74416628659132,8.41661598698239,8.53877178779945,8.78183660066078,7.80233164421627,8.03664133176537,9.03087532885678,7.50676027039341,8.23445703056853
"SpisGene1002",9.01270552592534,9.21524409557853,9.21189885291068,7.83545164139147,9.01786833291869,7.7009903659589,7.49935962654785,6.61153110817467,7.05811291844078
"SpisGene1009",9.10921204740274,9.12759790325267,8.95125798689593,10.9346634705804,10.3220849831781,9.96075815472128,10.5198015231877,11.5013530190687,10.8096578758356
"SpisGene1008",7.13941647923837,6.90224340241171,7.02591426568694,7.35941458007925,8.91050333188274,8.26824754947118,6.32579311086214,5.90028777871372,6.04604175506916
"SpisGene12105",9.1474393156011,9.18256591727742,9.52976264609899,9.9056168861392,10.2442447639134,8.41317295604848,6.74506407036898,6.33372698431426,6.58719733283375
"SpisGene12107",7.95329727856393,8.00960389406134,8.39642586610373,9.71266473773606,9.4944978941746,8.83262040081162,6.42748904411029,6.51498559362206,6.95575192306917
"SpisGene12106",5.76894628569888,6.28490278640273,5.73818476592736,5.79982009434095,6.28714575919098,5.5863878359862,5.98214034318879,6.54804987903798,5.65682207360847
"SpisGene12101",5.71685390848287,6.26969397607475,5.81692525913859,5.63617264250588,6.03627353735799,5.98753199111272,6.24283250416191,6.67182363811311,6.53845607413949
"SpisGene12100",10.6961219493759,10.7093903409777,10.7180841489567,12.1752157923012,10.7120788094423,11.2213638559869,12.9338337764058,14.1219653547875,13.8484185024805
"SpisGene12103",10.2925691080543,10.5307061766602,10.450174764484,9.57745490351538,11.0808836200364,10.1007344556702,11.0319445907942,11.4492624689697,11.1920553518697
"SpisGene12109",5.63113269544532,5.78576879885608,5.76531284179709,5.41938220198004,5.37609882897986,5.25432877268116,5.30877607055907,5.25101051408001,5.51781093642078
"SpisGene12108",8.19352188695781,7.9570965538844,8.33076780374058,8.74086493114537,8.93365062416542,8.5320589937789,7.92054706948309,6.7570234437549,8.15564042576481
"SpisGene13850",13.6698246462461,13.1889573864292,13.0353330803003,14.8610778804879,13.6336957043461,13.6681898722398,16.317189017525,16.4070712233737,15.8984185864518
"SpisGene13851",6.77661390031852,6.28490278640273,6.70865143473759,7.14518785073034,7.89018956012663,7.43999257566495,6.29884035409908,6.29366777367875,7.22724194821363
"SpisGene13852",7.95329727856393,8.15630063890782,7.88704866006931,6.54517272677786,6.75347647788244,6.77204694449421,6.66824353283395,5.76875594917301,6.04604175506916
"SpisGene13853",7.22305597296569,7.63961101656078,7.27376828390352,4.88591890563313,6.26840438834847,6.24934979278366,5.77214879261842,6.58021336265478,5.71699247069579
"SpisGene13854",6.96252865210101,7.55979948983711,7.09041177590114,7.17392405379301,7.04179748087217,6.51714503144629,7.37892467035716,6.70088454205145,6.40688488398806
"SpisGene13855",6.46285206719368,6.58748228269415,6.52564951666578,6.22282499272263,7.00144430047452,6.5617380025552,6.08808325153759,6.16362236056213,5.51781093642078
"SpisGene13856",8.37542394160744,8.10907841333274,8.20363061298996,6.92419359581292,7.20066237663302,7.74597864663107,7.95113863805327,6.81073383944379,7.45264823944903
"SpisGene13857",4.88591890563313,5.61380361120923,5.71005914176852,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene13858",7.50265221190919,7.40327000244262,7.66921105343489,6.87148775348203,7.48527364565957,7.47815650458037,6.49819054173548,4.88591890563313,4.88591890563313
"SpisGene13859",6.93757328945532,7.19078833949098,7.12916915769273,6.42186834652864,6.47469713036205,6.84359099055354,6.37779648670641,6.9117348124343,6.7645724015697
"SpisGene25433",5.53305285646349,5.58058395504725,5.93350677811963,4.88591890563313,4.88591890563313,5.36068218005466,5.94398786889562,4.88591890563313,4.88591890563313
"SpisGene5788",6.45039983802481,6.92007354193781,6.94051456399694,4.88591890563313,5.57588306280981,7.34851470048591,4.88591890563313,4.88591890563313,6.08459965973862
"SpisGene5789",9.83047823853069,10.4672849936262,10.3369892513238,5.84754280972116,6.45887659163199,7.62098692058388,4.88591890563313,5.76875594917301,5.71699247069579
"SpisGene5786",7.45229669051779,7.94469526105658,7.71460393382421,7.10087655333964,6.60820171408032,7.86877325555616,7.88927224822245,7.42691854525948,7.31116638276725
"SpisGene5787",7.51359475503549,7.21220240690862,7.60089466072863,6.2535925112754,5.69217298873894,6.73467669100414,7.28408405961152,6.29366777367875,6.72257926631214
"SpisGene5785",6.78611606063129,6.90224340241171,6.95805221192242,10.3444479364072,12.0618403652793,9.73845482918085,5.81852157499704,5.61041517036478,5.7726839496304
"SpisGene5783",5.66086377056788,5.46877620037772,5.73818476592736,4.88591890563313,5.48484592593151,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene6848",6.45039983802481,6.50352610353525,6.35258634916654,7.15963389162214,6.39331065534008,6.26368779097141,6.35209975838328,6.33372698431426,6.70103471787604
"SpisGene6849",11.7523568893472,12.1422366564366,11.9892187665624,11.1662451699555,11.4267394515354,10.9211648872213,11.4219402418282,11.3337624911639,11.2749352399719
"SpisGene6845",7.75764809106307,8.07164609429653,7.86940150914812,9.82761566407674,9.33396362497962,9.0652315904826,8.82981882416388,8.62851403849245,8.73939339292161
"SpisGene6846",8.19352188695781,7.97752477578896,8.21061446056369,9.92396796169787,10.3679774412613,9.8315339382885,7.84916864034506,9.55244995201674,8.33531618088252
"SpisGene6847",7.94133909227043,7.97346285609638,7.80581860565355,8.79078411851156,8.20369159656553,8.82438300209277,8.9243728582042,9.27890708652872,9.07734501699951
"SpisGene6840",6.16660157357637,5.85927518082275,5.76531284179709,5.89269927836449,4.88591890563313,6.15895932134003,4.88591890563313,6.01452380830019,5.51781093642078
"SpisGene6841",6.28914593727024,6.34369404713264,6.64323850770225,6.75899276819615,6.5798091374037,6.65635483569349,5.77214879261842,5.83711745693297,5.59101770324132
"SpisGene6842",7.77127940441262,7.55979948983711,7.32089549123768,7.65827163545881,8.44222642697167,8.33384521013431,7.90499702354048,7.66758259778553,8.02445449842529
"SpisGene6843",6.42508163780415,6.66591562452425,6.12962412899955,4.88591890563313,4.88591890563313,6.15895932134003,5.61322714922492,4.88591890563313,6.40688488398806
"SpisGene23879",5.74334128741366,5.64545662631561,5.71005914176852,5.32230999576913,4.88591890563313,5.40553280976311,5.55100551555422,4.88591890563313,5.33450487920486
"SpisGene23878",5.86390681674276,6.13942472179308,6.05592546652774,4.88591890563313,5.57588306280981,6.26368779097141,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene23874",6.28914593727024,6.69803666341269,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene23877",10.3434902386208,10.2266899335114,10.2590546058828,11.6453239833075,10.4853960913485,10.6719129610773,11.4689261040052,10.6765717744177,11.140493164967
"SpisGene23876",6.49942239921863,6.39951348826849,6.57408650646058,6.88929955988355,7.75036370883207,6.44688925224103,5.81852157499704,4.88591890563313,4.88591890563313
"SpisGene24472",6.15021796229439,6.23861257989649,6.52564951666578,6.95816239584765,7.01165063210289,6.29180128598226,5.81852157499704,6.83674979813888,5.91991599953228
"SpisGene3317",5.63113269544532,5.50842543195518,5.27148173134525,4.88591890563313,5.48484592593151,5.77657745636524,4.88591890563313,4.88591890563313,4.88591890563313
